year notice was documented,notice_date,company,business_type,dislocation,classification
2017,2/28/2017,"ComplexCare Solutions Medical Practice, PLLC",Provide assessment and care management services for health plans.,Contract Loss/End,Plant Layoff
2017,2/24/2017,"Sodexo, Inc. (Houghton College)",Food Service Operations,Contract Loss/End,Plant Closing
2017,3/2/2017,"CVS Pharmacy, Inc.",Pharmacy,Economic,Plant Closing
2017,3/1/2017,"Pfizer, Inc.",Pharmaceuticals (production),Economic,Plant Closing
2017,2/20/2017,"NRG Energy, Inc. (Bohemia Office)",Power Plant,Economic,Plant Closing
2017,2/23/2017,Vodafone Americas,Telecommunications - Mobile Products,Operations,Plant Closing
2017,2/21/2017,Kraft Heinz Foods Company,"Produces Polly-O’String cheese, mozzarella cheese and other Italian cheese varieties.",Economic,Plant Closing
2017,2/20/2017,"NRG Energy, Inc.",Power Plant,Economic,Plant Closing
2017,2/23/2017,"Will Foods, LLC",Food distribution,Economic,Plant Closing
2017,2/16/2017,Eastman Kodak Company (Kodak Office),Photographic equipment and supplies,Economic,Plant Layoff
2017,12/13/2016,Gracious Home,Home goods retail,Economic,Plant Closing
2017,2/17/2017,Cenveo Corporation,Management and distribution of print and related offerings.,Economic,Plant Closing
2017,2/16/2017,Sabra Dipping Company,Perishable Prepared Food Manufacturing,Economic,Plant Closing
2017,1/30/2017,"Phoenix House Foundation, Inc. and Phoenix Houses of New York, Inc.",Drug Rehabilitation – Community Residence,Operations,Plant Unit Closing
2017,2/9/2017,Gourmet Guru (United Natural Foods),Natural Foods,Relocation,Plant Closing
2017,1/30/2017,"Ascion, LLC d/b/a Reverie",Mattress support systems and adjustable foundations.,Economic,Plant Closing
2017,10/28/2016,Suffolk County National Bank (merger of SCNB into People's United Bank N.A.),Bank,Acquisition/Sale,Plant Layoff
2017,1/31/2017,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic,Plant Layoff
2017,2/3/2017,Unisys Corporation (Call Center),Call Center,Economic,Plant Closing
2017,1/30/2017,Craftbar Restaurant,Dining Restaurant,Economic,Plant Closing
2017,12/6/2016,DSV\UTi,"Global, supply chain services and logistics company",Economic,Plant Closing
2017,1/30/2017,"Penske Vehicle Services, Inc.",Fleet/transportation services,Contract Loss/End,Plant Layoff
2017,1/27/2017,General Electric Company - Industrial Automation Systems Department,GE Corporate Taxes,Economic,Plant Closing
2017,1/24/2017,"Operations of Global Spectrum, L.P. d/b/a Spectra Venue Management (""Spectra"") at Canalside",Event & Venue Management,Contract Loss/End,Plant Closing
2017,1/26/2017,"Paddle8, Inc.","Online auction house selling fine art, design, collectibles, and jewelry.",Economic,Plant Layoff
2017,1/19/2017,"Gate Aviation Services, Inc.","Provides provisioning, passenger, ramp, cargo handling,  and security services.",Contract Loss/End,Plant Closing
2017,1/23/2017,"M&G DuraVent, Inc.",Venting/Chimney industry.,Economic,Plant Layoff
2017,1/17/2017,Eastman Kodak Company (Kodak Research Labs),Photographic equipment and Supplies,Economic,Plant Layoff
2017,1/19/2017,"LogistiCare Solutions, LLC",Non-Emergency Medical Transportation services,Contract Loss/End,Plant Layoff
2017,1/16/2017,"Knowledge Systems & Research, Inc. - Call Center",International market research,Other,Plant Layoff
2017,1/11/2017,"Samuel Aaron, Inc.",International jewelry manufacturer and whole r,Acquisition/Sale,Plant Closing
2017,1/13/2017,Duane Reade - Maspeth Distribution Center,Drug Store - Distribution Center,Economic,Plant Closing
2017,1/12/2017,Current Powered by GE,Energy Company,Economic,Plant Closing
2017,1/12/2017,The Clinton Foundation,Social Advocacy Organization - Clinton Global Initiative,Other,Plant Layoff
2017,1/6/2017,Gordon Industries Ltd. d/b/a Gordon Sinclair,Promotional advertising,Relocation,Plant Unit Closing
2017,1/6/2017,"US Mobile Phones, Inc.",Mobile Phone distributor,Operations,Plant Unit Closing
2017,1/10/2017,"PCX Aerostructures, LLC",Manufactures flight critical and structural components for rotorcraft and fixed wing aerospace platforms.,Operations,Plant Closing
2017,4/15/2016,Esplanade of White Plains Venture Partnership,Senior Residences,Construction,Plant Closing
2017,8/1/2016,"Elmhurst Dairy, Inc.",Dairy Plant,Economic,Plant Closing
2017,1/5/2017,"Meopta U.S.A, Inc.","Manufacturing and assembling optical, opto-mechanical and optoelectronic products.",Operations,Plant Closing
2017,1/6/2017,Command Security Corp. d/b/a Aviation Safeguards,Airport Baggage Handlers,Contract Loss/End,Plant Closing
2017,1/4/2017,Macy's Marketplace Mall Store,Retail Store,Economic,Plant Closing
2017,1/4/2017,Macy's Great Northern Mall Store,Retail Store,Economic,Plant Closing
2017,1/4/2017,Macy's Oakdale Mall Store,Retail Store,Economic,Plant Closing
2017,1/4/2017,Macy's Douglaston Store,Retail Store,Economic,Plant Closing
2017,1/5/2017,"Alorica Customer Care, Inc. an Alorica Company",Customer Management Company - Call Center,Relocation,Plant Closing
2017,12/28/2016,Prestige Industries LLC,Commercial laundry service provider,Other,Plant Closing
2017,1/3/2017,"GL Bus Lines, Inc.",Tour Bus Service,Other,Plant Layoff
