notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
9/25/2018,Plant Closing,Maritima LLC dba LaSirena,"88 9th Avenue New York, NY 10011",(646) 556-5467,Restaurant,140,140,12/31/2018,Economic,The employees are not represented by a union.,Plant Closing
9/24/2018,Plant Closing,"Bigname Commerce, LLC","5300 New Horizons Blvd Amityville, NY 11701",(631) 794-7415,Stationary Product Manufacturing,41,41,"The first separation will be December 23, 2018, and separations will occur within a 14-day period from this first date of separation.",Relocation,The employees are not represented by a union.,Plant Closing
9/24/2018,Plant Closing,VillageCare Health Home,"154 Christopher Street New York, NY 10014",(212) 337-5744,Home care services,68,68,"The expected date of the first separation of employees is December 23, 2018 or within 14 days thereafter.",Economic,The employees are not represented by a union.,Plant Closing
9/20/2018,Plant Layoff,Eastman Kodak Company,"1669 Lake Avenue Rochester, NY 14650",(585) 724-7080,Photographic equipment and Supplies,2,-----,12/18/2018,Economic,The employees are not represented by a union.,Plant Layoff
9/18/2018,Plant Layoff,Eastman Kodak Company,"(Kodak Office) 343 State Street Rochester, NY 14650",(585) 724-7080,Photographic equipment and Supplies,2,-----,12/16/2018,Economic,The employees are not represented by a union.,Plant Layoff
9/20/2018,Plant Closing,"Sears, Roebuck and Co. Full Line Store #01504","Eastern Hills Mall  4545 Transit Road Willliamsville, NY 14221",(215) 262-7647,Retail Store,40,40,"Separations will occur on December 18, 2018 or during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Closing
9/24/2018,"Possible Plant Layoff, Possible Plant Closing",P.W. Minor LLC,"3 Treadeasy Avenue Batavia, NY 14020",(585) 815-0679,Footwear manufacturing and marketing,42-82,82,9/25/2018,Economic,The employees are not represented by a union.,"Possible Plant Layoff, Possible Plant Closing"
9/19/2018,Plant Layoff,Sterling National Bank,"1045 Flatbush Avenue Brooklyn, NY 11226",(516) 327-7624,Financial Institution,1,6,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on December 19, 2018.",Acquisition/Sale,The employees are not represented by a union.,Plant Layoff
9/17/2018,Plant Closing,"Barron's Educational Series, Inc.","250 Wireless Boulevard Hauppauge, NY 11788",(631) 434-3311,Educational services,62,62,"Separations will occur on or about December 16, 2018 or within 14 days thereafter.",Acquisition/Sale,The employees are not represented by a union.,Plant Closing
9/6/2018,Plant Layoff,Sterling National Bank,"290 Broadhollow Road Melville, NY 11747",(516) 327-7624,Financial Institution,2,30,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on December 5, 2018. Additional stages will commence during the 14-day period starting on December 6, 2018, 
December 10, 2018
 and December 12, 2018.",Acquisition/Sale,The affected workers are not represented by a union.,Plant Layoff
6/28/2018,Plant Layoff,Hebeler LLC,"2000 Military Road Tonawanda, NY 14150",(716) 332-4714,Machinery Manufacturer,20,92,Two (2) separations will occur during the 14-day period starting on 9/26/2018. Eighteen (18) separations have been postponed from the 14-day period starting on 9/26/2018 to the 14-day period starting on 10/26/2018. Notices for 20 employees have been rescinded.,Decline in Business with Major Customer,The employees are not represented by a union.,Plant Layoff
9/17/2018,Plant Closng,"Avon Products, Inc.","601 Midland Ave. Rye, NY 10580",(914) 935-2670,"Direct selling company in beauty, household, and personal care categories.",105,105,"Separations will occur between December 28, 2018 and May 31, 2019.",Economic,The employees are not represented by a union.,Plant Closing
9/14/2018,Plant Closing,"Conduent Education Services, LLC","501 Bleecker St. Utica, NY 13501",(801) 567-5432,Education Services,3,97,"This 9th phase of separations will occur on or about December 14, 2018.",Restructuring,The employees are not represented by a union.,Plant Closing
9/13/2018,Plant Layoff,Eastman Kodak Company (Eastman Business Park),"1669 Lake Avenue Rochester, NY 14650",(585) 724-7080,Photographic equipment and Supplies,4,-----,12/11/2018,Economic,The employees are not represented by a union.,Plant Layoff
9/14/2018,Plant Unit Closing,Newsday LLC,"235 Pinelawn Road Melville, NY 11747",(631) 843-2654,Newspaper print and distribution,1,1215,"This Phase 9 employee separation is expected to occur during the 14-day period starting on December 16, 2018.",Economic,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters",Plant Unit Closing
9/14/2018,Plant Closing,"Signature 102 North End Ave LLC, dba North End Grill","104 North End Avenue New York, NY 10282",(646) 237-5039,Restaurant,59,59,12/15/2018,Economic,The employees are not represented by a union.,Plant Closing
6/28/2018,Plant Unit Closing,Newsday LLC,"235 Pinelawn Road  Melville, NY 11747",(631) 843-2654,Newspaper print and distribution,369,1215,"This Phase 8 employee separations is expected to occur during the 14-day period starting on 10/1/2018. 
The separation date for 106 employees has been extended from the 14-day period starting on 10/1/2018 to the 14-day period starting on 12/16/2018.",Economic,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters",Plant Unit Closing
3/9/2018,Plant Unit Closing,Newsday LLC,"235 Pinelawn Road Melville, NY 11747",(631) 843-2654,Newspaper print and distribution functions.,162,1215,"This Phase 4 employee separations is expected to occur during the 14-day period starting on 6/11/2018. 
Ten (10) employee separations have been extended to the 14-day period starting on 10/1/2018. Of those ten (10) employees, eight (8) employee separations have been extended to the 14-day period starting on 12/16/2018.",Economic,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters",Plant Unit Closing
3/22/2018,Plant Unit Closing,Newsday LLC,"235 Pinelawn Road Melville, NY 11747",(631) 843-2654,Newspaper print and distribution,4,1215,"This Phase 5 employee separations is expected to occur during the 14- day period starting on 6/25/2018. 
Two (2) employee separations have been extended to the 14-day period starting on 10/1/2018.  Of these two (2) employees, one (1) employee separation has been extended to the 14-day period starting on 12/16/2018.",Economic,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters",Plant Unit Closing
9/13/2018,Plant Closing,Henri Bendel,"(Home Office) 1740 Broadway New York, NY 10019",(614) 415-7170,"High-end bags, jewelry, gifts & accessories, some with the signature brown & white stripes.",45,112,The closures will be completed by the end of January 2019.,Economic,The employees are not represented by a union.,Plant Closing
7/17/2018,Plant Closing,Lighthouse Guild (Heilbrunn),"250 West 64th Street New York, NY 10023",(212) 769-6220,Provides education and therapeutic services to children who are blind or visually-impaired or have other disabilities,31,31,"Terminations resulting from the Closing will begin on or about October 15, 2018 and will be completed by December 31, 2018.",Economic,1199 SEIU United Healthcare Workers East,Plant Closing
9/10/2018,Plant Closing,"FJC Security Services, Inc.",Various hotel-based homeless shelters in NYC,(347) 418-3800 Ext. 2233,Security services for various hotel-based homeless shelters in NYC,782,782,"The cessation of services is expected to be on a rolling basis, starting September 6, 2018 and continuing through September 27, 2018.",Contract Loss/End,Service Employees International Union Local 32BJ,Plant Closing
7/13/2018,Plant Closing,Special Funds Conservation Committee,"60 East 42nd Street, 27th Floor New York, NY 10165",(212) 883-3922,Process special Workers’ Compensation cases,43,43,Separations for 36 employees at the NYC site will occur between 10/12/2018 and 10/26/2018. Separations for seven (7) employees at the NYC site have been posponed from the 14-day period beginning on 10/12/2018 to 12/31/2018. There may be a small group of individuals who will continue to provide services beyond 12/31/2018.,Economic,The employees are not represented by a union.,Plant Closing
4/25/2018,Plant Closing,Umami Burger at the Hudson Hotel,"358 West 58th Street New York, NY 10019",(212) 957-8000,Food services,66,66,"Separations will be done in stages, beginning on or about 10/8/2018.",Economic,"New York Hotel & Motel Trades Council, AFL-CIO Local 6 affiliated with UNITE HERE",Plant Closing
9/6/2018,Plant Layoff,Sterling National Bank,"290 Broadhollow Road Melville, NY 11747",(516) 327-7624,Financial Institution,2,30,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on December 5, 2018. Additional stages will commence during the 14-day period starting on December 6, 2018 and December 12, 2018.",Acquisition/Sale,The affected workers are not represented by a union.,Plant Layoff
8/22/2018,Plant Closing,Sears Full Line Store (Unit #01584)," 200 Eastview Mall  Victor, NY 14564",(215) 262-7647,Retail Store,41,41,"Separations will occur on November 25, 2018 or during  a 14-day period beginning on that date.",Economic,The employees  are not represented by a union.,Plant Closing
5/31/2018,Plant Closing,Kmart Store Unit # 03861 (Kmart Corporation),"1000 Montauk Highway West Babylon, NY 11704",(630) 364-9036,Department Store,85,85,"Separations will occur on September 2, 2018 or during a 14-day period beginning on that date. 
A group of approximately 9 employees will not be separated until September 19, 2018, or during a 13-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Closing
6/28/2018,Plant Layoff,Hebeler LLC,"2000 Military Road Tonawanda, NY 14150",(716) 332-4714,Machinery Manufacturer,21,98,Three (3) separations will occur during the 14-day period starting on 9/26/2018. Eighteen (18) separations have been postponed from the 14-day period starting on 9/26/2018 to the 14-day period starting on 10/26/2018. Notices for 19 employees have been rescinded.,Decline in Business with Major Customer,The employees are not represented by a union.,Plant Layoff
6/28/2018,Plant Layoff,Hebeler Process Solutions LLC,"750 East Ferry Street Buffalo, NY 14211",(716) 332-4714,Machinery Manufacturer,1,19,One (1) separation will occur during the 14-day period starting on 9/26/2018. Notice for one employee has been rescinded.,Decline in Business with Major Customer,The employees are not represented by a union.,Plant Layoff
8/21/2018,Plant Layoff,Eastman Kodak Company (Kodak Office),"343 State Street Rochester, NY 14650",(585) 724-7080,Photographic equipment and Supplies,1,-----,11/18/2018,Economic,The employees are not represented by a union.,Plant Layoff
8/30/2018,Plant Layoff,Eastman Kodak Company (Kodak Office),"343 State Street Rochester, NY 14650",(585) 724-7080,Photographic Equipment and Supplies,1,-----,11/27/2018,Economic,The employees are not represented by a union.,Plant Layoff
8/28/2018,Plant Layoff,Eastman Kodak Company (Kodak Office),"343 State Street Rochester, NY 14650",(585) 724-7080,Photographic Equipment and Supplies,1,-----,11/25/2018,Economic,The employees are not represented by a union.,Plant Layoff
8/29/2018,Plant Closing,"Tops Markets, LLC (Str#370 Westvale)","2120 West Genesee St. Syracuse, NY 13219",(585) 737-3124,American supermarket chain,67,492,"The expected date for separation of employment for the affected employees is November 27, 2018.",Economic,UFCW District Union Local One,Plant Closing
8/31/2018,Plant Closing,State Farm Mutual Automobile Insurance Company (Lakeville Operations Center),"1985 Marcus Avenue, Suite 201 New Hyde Park, NY 11042-1013",(309) 766-2522,Provide insurance and financial services,82,82,11/30/2018,Economic,The employees are not represented by a union.,Plant Closing
8/23/2018,Plant Unit Closing,Wells Fargo (Retail Fulfillment Unit),"179 Sully Trail Pittsford, NY 14534",(980) 201-7298,Bank,9,48,"This phase two of layoffs will occur on or about November 23, 2018.",Economic,The employees are not represented by a union.,Plant Unit Closing
8/27/2018,Plant Closing,GuildNet (Lighthouse Guild),"250 West 57th Street New York, NY 10019",(212) 769-6220,Provides full spectrum of integrated vision + healthcare services,187,187,"The anticipated layoffs of affected employees will begin on December 1, 2018 and will be completed no later than December 31, 2018.",Economic,1199 SEIU United Healthcare Workers and Nurses/UFT. FNHP/AFT. AFL-CIO,Plant Closing
8/27/2018,Plant Closing,GuildNet (Lighthouse Guild),"1 North Lexington Avenue, Gateway Center I. White Plains, NY 10601",(212) 769-6220,Provides full spectrum of integrated vision + healthcare services,80,80,"The anticipated layoffs of affected employees will begin on December 1, 2018 and will be completed no later than December 31, 2018.",Economic,1199 SEIU United Healthcare Workers and Nurses/UFT. FNHP/AFT. AFL-CIO,Plant Closing
8/28/2018,Plant Layoff,"GlobalFoundries U.S., Inc."," 400 Stonebreak Road Extension  Malta, NY 12020",(518) 305-9029,Semiconductor and Related Device Manufacturing,424,-----,"The expected date of the first separation of employees is November 28, 2018.",Economic,The employees are not represented by a union.,Plant Layoff
8/21/2018,Plant Closing,"Fitzpatrick, Cella, Harper & Scinto","1290 Avenue of the Americas New York, NY 10104",(212) 218-2204,Intellectual property firm,127,127,10/31/2018,Merger,The employees are not represented by a union.,Plant Closing
4/25/2018,Plant Closing,Umami Burger at the Hudson Hotel,"358 West 58th Street New York, NY 10019",(212) 957-8000,Food services,68,68,"Separations will be done in stages, beginning on or about 9/10/2018.",Economic,"New York Hotel & Motel Trades Council, AFL-CIO Local 6 affiliated with UNITE HERE",Plant Closing
8/21/2018,Plant Closing,Kmart Store #04868  (Kmart Corporation),"605 Old Country Road Riverhead, NY 11901",(847) 257-5068,Retail Store,65,65,"We anticipate that all the employment separations will occur on November 25, 2018 or during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Closing
8/21/2018,Plant Closing,"Sears, Roebuck and Co. Full Line Store #02933"," 1400 Union Turnpike  New Hyde Park, NY 11040",(201) 509-0060,Retail Store,100,100,"We anticipate that all the employment separations will occur on November 25, 2018 or during a 14-day period beginning on that date.",Economic,The employees  are not represented by a union.,Plant Closing
8/22/2018,Plant Layoff,Baxter Healthcare," 711 Park Avenue  Medina, NY 14103",(585) 345-9265,Medical Device Manufacturing and Service,131,421,"We anticipate that all the employment separations will occur on November 25, 2018 or during a 14-day period beginning on that date.",Restructuring,The employees  are not represented by a union.,Plant Layoff
8/20/2018,Plant Closing,Sterling National Bank (Greenvale Financial Center),"114 Northern Blvd Greenvale, NY 11548",(516) 327-7624,Financial Institution,2,Yonkers-McLean,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on November 27, 2018",Acquisition/Sale,The employees are not represented by a union.,Plant Closing
8/20/2018,Plant Closing,"Revival Pharmacy, LLC d/b/a Citywide Pharmacy","5369 Kings Highway Brooklyn, NY 11203",(619) 347-5444,Pharmacy service to long term care facilities,62,62,11/17/2018,Acquisition/Sale,The employees are not represented by a union.,Plant Closing
8/17/2018,Plant Closing,"Conduent Education Services, LLC","501 Bleecker St. Utica, NY 13501",(801) 567-5432,Pharmacy service to long term care facilities,31,120,"This eighth phase of separations will occur on or about November 16, 2018.",Restructuring,The employees are not represented by a union.,Plant Closing
8/14/2018,Plant Layoff,Eastman Kodak Company (Kodak Office)," 343 State Street  Rochester, NY 14650",(585) 724-7080,Photographic equipment and Supplies,7,-----,11/11/2018,Economic,The employees  are not represented by a union.,Plant Layoff
5/1/2018,Plant Closing,"Harbor Footwear Group, Ltd."," 55 Harbor Park Drive  Port Washington, NY 11050",(212) 500-1563,"Footwear Merchant, Wholesaler",53,53,"7/31/2018   
Twenty-four (24) affected employees’ separation date has been extended from 7/31/2018 to 8/31/2018 and 9/28/2018 to wind down operations.",Economic,The employees  are not represented by a union.,Plant Closing
8/15/2018,Plant Layoff,"Floyd Bus Co., Inc."," 3 Grucci Lane  Brookhaven, NY 11719",(631) 345-9600,Transportation,276,276,8/22/2018,Contract Loss/End,Transport Workers of America (TWU) Local 252,Plant Layoff
8/10/2018,Plant Closing,"Compass Group USA, Inc. dba Chartwells (@ College of Mount St. Vincent)","6301 Riverdale Avenue Bronx, NY 10471",(631) 494-0935,Food Services provider,43,43,8/17/2018,Contract Loss/End,"UNITE HERE, Local 100",Plant Closing
7/10/2018,Plant Unit Closing,Sitel Operating Corporation (Painted Post),"101 Canada Road Painted Post, NY 14870",(607) 936-5721,"Business process outsourcing company, provides telephone call center services",152,152,"The last day of business will be extended from October 21 to November 30, 2018.",Decline in Business with Major Customer,The employees are not represented by a union.,Plant Unit Closing
8/9/2018,Plant Layoff,"Warner Media, LLC (formerly Time Warner Inc.)"," One Time Warner Center  New York, NY 10019",(212) 484-6572,Media services,104,357,"The last day of business will be extended from October 21 to November 30, 2018.",Merger,The employees  are not represented by a union.,Plant Layoff
8/1/2018,Plant Closing,CenterLight Health System,"(Margaret Tietz Nursing & Rehabilitation Center) 164-11 Chapin Parkway Jamaica, NY 11432",(347) 920-7277,Skilled nursing and residential health care facility,241,241,"Separations will occur during the period of November 1, 2018 to November 14, 2018.",Acquisition/Sale,1199 SEIU United Healthcare Workers East,Plant Closing
8/8/2018,Plant Layoff,Laboratory Corporation of America Holdings,"(on behalf of its subsidiary company, Esoterix Genetics Laboratories, LLC dba Integrated Oncology)  521 West 57 Street  New York, NY 10019",(212) 485-0789,Medical Laboratory,129,173,"Separations will occur during the 14-day period commencing on November 8, 2018",Relocation,The employees are not represented by a union.,Plant Layoff
3/16/2018,Plant Closing,Gannett Publishing Services,"10 Gannett Drive Johnson City, NY 13790",(856) 486-2591,Commercial Printing,93,93,"The majority of the affected employees will be terminated during a 14-day period commencing on June 16, 2018.  Five (5) affected employees at the Johnson City site will be terminated during a 14-day period commencing on August 2, 2018. 
One affected employee’s separation at the Johnson City site will be extended from the 14-day period commencing on September 27, 2018 to the 14-day period commencing on December 26, 2018.",Economic,The affected workers are not represented by a union.,Plant Closing
8/5/2018,Plant Closing,Best Buy Store #1183,"3967 State Route 31 Liverpool, NY 13090",(732) 484-9562,Electronics and Appliance Store,76,76,11/3/2018,Economic,The employees are not represented by a union.,Plant Closing
8/1/2018,Plant Closing,CenterLight Certified Home Health Agency (CHHA),"596 Prospect Place Brooklyn, NY 11238",(347) 920-7277,Home Health Care,77,77,"Separations will occur sometime during the period of November 1, 2018 or within 14 days thereafter.",Economic,1199 SEIU United Healthcare Workers East and the New York State Nurses Association (NYSNA),Plant Closing
7/31/2018,Plant Layoff,"Investopedia, Inc.","114 West 41st Street New York, NY 10036",(212) 204-1496,Financial news and information,36,96,"The layoffs will commence on November 1, 2018 and end on March 31, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
5/7/2018,Plant Closing,Aptos Inc.,"15 Governor Drive Newburgh, NY 12550",(845) 926-4226,Software developers,3,117,"This third wave of separations is expected to commence during the 14-day period starting on August 6, 2018. 
One employee separation has been extended from the 14-day period starting on August 6, 2018 to the 14-day period starting on September 14, 2018.",Economic,The employees are not represented by a union.,Plant Closing
8/2/2018,Plant Closing,Sterling National Bank (Nyack Financial Center),"24 North Highland Avenue Nyack, NY 10960",(845) 348-0382,Financial Institution,2,Nyack,"The two employee separations from the Nyack Financial Center will occur in stages, with this stage expected to commence during the 14-day period starting on November 6, 2018.",Acquisition/Sale,The employees are not represented by a union.,Plant  Closing
7/13/2018,Plant Closing,Special Funds Conservation Committee,"60 East 42nd Street, 27th Floor New York, NY 10165",(212) 883-3922,Process special Workers’ Compensation cases,45,45,Separations will occur between 10/12/2018 and 10/26/2018. A few individuals will continue to assist with the wind down of operations after 10/26/2018.,Economic,The employees are not represented by a union.,Plant Closing
8/3/2018,Plant Closing,"Catholic Charities  Neighborhood Services, Inc. (Hillcrest Senior Center)"," 168-0IB Hillside Ave.  Jamaica, NY 11432",(718) 722-6181,Social services organization,3,3,11/1/2018,Contract Loss/End,The employees  are not represented by a union.,Plant Closing
8/2/2018,Plant Closing,CSRA," P-4855 Jones Street  Fort Drum, NY 13602",(703) 485-2275,Provide information technology services to U.S. government clients,31,31,10/31/2018,Contract Loss/End,IAMAW Local Lodge 761,Plant Closing
8/1/2018,Plant Closing,"Hologic, Inc.","400 Karin Lane Hicksville, NY 11801",(302) 509-9503,Irradation Aparatus manufacturing,30,30,Layoffs will occur in two phases,Economic,The employees are not represented by a union.,Plant Closing
8/1/2018,Plant Closing,"Pfizer, Inc.","64 Maple Street Rouses Point, NY",(212) 733-2110,Pharmaceuticals (production),1,39,"The separation will occur October 26, 2018.",Economic,The employees are not represented by a union.,Plant Closing
7/23/2018,Plant Closing,"Compass Group, USA,  Inc.(Restaurant Associates @ Rockefeller University)"," 1230 York Avenue  New York, NY 10021",(347) 758-2694,Food Services provider,36,36,8/31/2018,Contract Loss/End,"UNITE HERE, Local 100",Plant Closing
7/24/2018,Plant Layoff,"Tribune 365, LLC"," 4 New York Plaza  New York, NY 10004",(312) 222-4539,Digital Services,5,101,10/24/2018,Economic,The employees  are not represented by a union.,Plant Layoff
7/25/2018,Plant Layoff,Eastman Kodak Company (Kodak  Office)," 343 State Street  Rochester, NY 14650",(585) 724-7080,Photographic equipment and Supplies,1,-----,10/22/2018,Economic,The employees  are not represented by a union.,Plant Layoff
7/24/2018,Plant Closing,Walmart (Store #3441),"275 Main Street White Plains, NY 10601",(201) 741-7407,Retail Store,396,396,10/26/2018,Economic,The employees are not represented by a union.,Plant Closing
7/25/2018,Plant Closing,Aptos Inc.,"15 Governor Drive Newburgh, NY 12550",(845) 926-4226,Software developers,2,90,"This sixth wave of separations is expected to commence during the 14-day period starting on October 24, 2018.",Economic,The employees are not represented by a union.,Plant Closing
7/18/2018,Plant Layoff,Eastman Kodak Company (Kodak Office),"343 State Street Rochester, NY 14650",(585) 724-7080,Photographic equipment and Supplies,2,-----,10/15/2018,Economic,The employees are not represented by a union.,Plant Layoff
7/23/2018,Plant Layoff,Daily News,"4 New York Plaza New York, NY 10004",(212) 210-6375,Newspaper,93,To,10/21/2018,Economic,The employees are not represented by a union.,Plant Layoff
4/25/2018,Plant Closing,Umami Burger at the Hudson Hotel,"358 West 58th Street New York, NY 10019",(212) 957-8000,Food services,68,68,"Separations will be done in stages, beginning on or about 08/27/2018.",Economic,"New York Hotel & Motel Trades Council, AFL-CIO Local 6 affiliated with UNITE HERE",Plant Closing
12/29/2017,Plant Unit Closing,"Citizen Watch Company of America, Inc. (Warehouse & Distribution Operating Units)","1 Bulova Avenue Woodside, NY 11377",(212) 497-9795,Warehousing/Distribution and after sales service,59,-----,"Employment separations are expected to commence on or about March 29, 2018 or within 14 days thereafter. 
The separation date for 8 remaining employees in the Warehouse & Distribution Operating Units has been extended from July 27, 2018, or within 14 days thereafter to August 31, 2018, or within 14 days thereafter.",Economic,Independent Production Maintenance and Service Employees Union,Plant Unit Closing
7/17/2018,Plant Closing,Aptos Inc.,"15 Governor Drive Newburgh, NY 12550",(845) 926-4226,Software developers,2,90,"This fifth wave of separations is expected to commence during the 14-day period starting on October 16, 2018.",Economic,The employees are not represented by a union.,Plant Closing
7/16/2018,Plant Closing,Sterling National Bank (Melville Financial Center),"532 Broadhollow Road Melville, NY 11747",(516) 327-7624,Financial Institution,1,5,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on October 16, 2018.",Acquisition/Sale,The employees are not represented by a union.,Plant Closing
7/17/2018,Plant Layoff,Advanced Motors and Drives,"6268 East Molloy Road East Syracuse, NY 13057",(330) 734-3600 Ext,"Manufacturers of custom, special purpose low-voltage wound field DC and AC traction and pump motors",51,74,Layoffs will occur within 14 days of the following dates,Economic,The employees are not represented by a union.,Plant Layoff
4/20/2018,Plant Closing,Easter Seals New York,"(Intermediate Care Facilities at 4 Kessler Centers) 302 Daley Blvd Rochester, NY 14617",(212) 727-4345,Helps people with disabilities with therapy,22,67,"The last date of employment for those employees working in Residences 302 Daley Blvd, Rochester, NY and 304 Daley Blvd, Rochester, NY are being extended from July 20, 2018 to September 13, 2018.",Economic,"Local 86, International Brotherhood of Electrical Workers",Plant Closing
7/12/2018,Plant Closing,"Compass Group, USA, Inc.","(Restaurant Associates @ Credit Suisse) 11 Madison Avenue New York, NY 10010",(347) 758-2694,Food services provider,84,84,9/11/2018,Contract Loss/End,"UNITE HERE, Local 100",Plant  Closing
7/13/2018,Plant Closing,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)","560 Fifth Avenue, 3rd Floor New York, NY 10036",(212) 560-1658,Restaurants,92,92,Layoffs will occur during a 14-day period beginning on 10/15/2018.,End of Lease,The employees are not represented by a union.,Plant Closing
7/13/2018,Plant Closing,Canandaigua Hotel Corporation dba the Inn on the Lake (IOTL),"770 South Main Street Canandaigua, NY 14424",(585) 394-7800 Ext,Waterfront Resort and Conference Center,202,202,Employment separations are expected to occur on or about 10/15/2018 or within 14 days thereafter.,Construction,The employees are not represented by a union.,Plant Closing
7/12/2018,Plant Closing,Kmart Corporation (Unit #09419),"66-26 Metropolitan Avenue Middle Village, NY 11379",(630) 364-9036,Department Store,126,126,Employee separations will occur on 10/14/2018 or during a 14-day period beginning on that date.,Economic,The employees are not represented by a union.,Plant Closing
7/10/2018,Plant Unit Closing,Sitel Operating Corporation (Painted Post),"101 Canada Road Painted Post, NY 14870",(607) 936-5721,"Business process outsourcing company, provides telephone call center services",184,184,"The last day of business will be between October 7 and October 21, 2018.",Decline in Business with Major Customer,The employees are not represented by a union.,Plant Unit Closing
7/12/2018,Plant Layoff,Xylem Inc. (Global Financial Shared Services Department),"2881 E Bayard Street Seneca Falls, NY 13148",(914) 323-5731,Developing innovative water solutions through smart technology,1,100,10/7/2018,Economic,The employees are not represented by a union.,Plant Layoff
7/9/2018,Plant Closing,Sterling National Bank (East Rockaway Financial Center),"464 Atlantic Avenue East Rockaway, NY 11518",(516) 327-7624,Financial Institution,1,7,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on October 9, 2018.",Acquisition/Sale,The employees are not represented by a union.,Plant Closing
7/8/2018,Plant Closing,"Union Square Catering Facility, Inc. (The Coffee Shop)","29 Union Square West New York, NY 10003",(212) 243-7964,Restaurant,150,150,10/11/2018,Economic,The employees are not represented by a union.,Plant Closing
7/6/2018,Plant Closing,"Conduent Education Services, LLC","501 Bleecker St. Utica, NY 13501",(915) 775-3069,Educational Services,17,129,"This seventh phase of separations will occur on or about October 19, 2018.",Restructuring,The employees are not represented by a union.,Plant Closing
5/7/2018,Plant Closing,"Forty Six O Seven Co., Inc. (IHOP #4607)","73-01 Northern Blvd Jackson Heights, NY 11372",(661) 294-8877,Restaurant,53,53,8/20/2018,End of Lease,UNITE HERE Local 100,Plant Closing
12/1/2017,Plant Closing,"Amesbury Truth, Inc."," 1555 Jefferson Road  Rochester, NY 14623",(585) 627-5991,Provider of products in the window and door industry.,132,132,8/20/2018,Relocation,"Rochester Regional Joint Board, Workers United, Unite  Local 3T",Plant Closing
6/1/2018,Plant Unit Closing,Cardinal McCloskey Community Services - Head Start Programs,"560 Concord Avenue  Bronx, NY 10455",(914) 997-8000 Ext,Pre-School,17,205,7/1/2018,Contract Loss/End,"Community and Social Agency Employees Union, District 1707, AFSCME, AFL-CIO, District 1707",Plant Unit Closing
6/29/2018,Plant Closing,"Chipotle Mexican Grill, Inc. (NYC Office)","126 Fifth Avenue, 4th Floor  New York, NY 10011",(303) 605-1113,Chipotle's New York Office,32,32,Layoffs will commence on 10/5/2018 and will be completed by 3/1/2019.,Economic,The employees are not represented by a union.,Plant Closing
6/28/2018,Plant Closing,Sears Full Line Store #01623,"4155 State Route 31  Clay, NY 13041",(724) 601-9321,Retail Store,52,52,Employment separations will occur on 9/30/2018 or during a 14-day period beginning on that date.,Economic,The employees are not represented by a union.,Plant Closing
6/27/2018,Plant Closing,Envolve - New York Inc.,"370 Woodcliff Drive Fairport, NY 14450",(314) 725-4477,Healthcare Services,163,163,9/30/2018,Restructuring,The employees are not represented by a union.,Plant Closing
6/29/2018,Plant Closing,"Vanguard Graphics LLC, aka Vanguard Printing LLC","17 Hall Woods Road  Ithaca, NY 14850",(607) 330-7120,Commercial Printing,120,120,It is anticipated that layoffs will begin during a 14-day period beginning on 8/16/2018 and will be completed no later than 10/31/2018.,Economic,The employees are not represented by a union.,Plant Closing
5/11/2018,Plant Closing,Munchery,"268 3rd Street Brooklyn, NY 11215",(415) 967-7633,Online food ordering and meal delivery service,21,78,"Separations are expected to occur on May 11, 2018 or the 14-day period commencing on this date.",Economic,The employees are not represented by a union.,Plant Closing
6/28/2018,Plant Unit Closing,Newsday LLC,"235 Pinelawn Road  Melville, NY 11747",(631) 843-2654,Newspaper print and distribution,369,1221,This Phase 8 employee separations is expected to occur during the 14-day period starting on 10/1/2018.,Economic,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters",Plant Unit Closing
6/28/2018,Plant Layoff,Hebeler Process Solutions LLC,"750 East Ferry Street Buffalo, NY 14211",(716) 332-4714,Machinery Manufacturer,5,22,Separations will occur during the 14-day period starting on 9/26/2018.,Decline in Business with Major Customer,The employees are not represented by a union.,Plant Layoff
6/28/2018,Plant Layoff,Hebeler LLC,"2000 Military Road Tonawanda, NY 14150",(716) 332-4714,Machinery Manufacturer,55,113,Separations will occur during the 14-day period starting on 9/26/2018.,Decline in Business with Major Customer,The employees are not represented by a union.,Plant Layoff
