notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
8/19/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 357-2191,Investment Brokerage/Dealer,15,-----,Terminations will take place between 10/3/2016 and 12/29/2016.,Economic,The affected workers are not represented by a union.,Plant Layoff
8/22/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(203) 351-3557,Restaurant,221,221,Layoffs will occur on 9/29/2016; 9/30/2016; 10/31/2016; and 12/31/2016.,Economic,The affected workers are not represented by a union.,Plant Closing
8/16/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(773) 823-9836,"Manufacturer of shelf-stable and frozen beverage products, and cocktail mixes.",48,48,11/18/2016,Consolidation of production processes,None of the affected workers are represented by a collective bargaining agent.,Plant Closing
8/18/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 484-2711,Financial Services,2,110,The expected date of the first separation of employees is 11/16/2016 and is  expected to continue for a few months.,Economic,The affected employees are not represented by a union.,Plant Layoff
8/1/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and Supplies,1,-----,10/29/2016,Economic,The affected worker is not represented by a union.,Plant Layoff
8/11/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 484-2711,Financial Services,3,110,The expected date of the first separation of employees is 11/9/2016 and is anticipated to continue for a few months.,Economic,The affected employees are not represented by a union.,Plant Layoff
8/4/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(914) 989-8934,Continuing Care Retirement Community,89,89,9/30/2016,Chapter 11 - Possible Sale,1199 SEIU United Healthcare Workers East,Plant Closing
8/3/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(845) 876-1057,Automotive Parts & Accessories Store,40,40,11/3/2016,Economic,None of the affected workers are represented by a union.,Plant Closing
6/3/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(631) 244-3020,College,412,412,"6/1/2016 
- 3 employee layoffs extended to 8/5/2016.",Economic,Dowling College – Brookhaven Campus,Plant Closing
8/5/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(516) 822-3800 ext. 102,Security Services,97,-----,9/1/2016,Termination of service contract with NSLIJ,Allied International Union,Plant Layoff
4/20/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 627-8293,Surgical & Medical Instrument Manufacturing,83,83,Layoffs will occur between 7/29/2016 and 11/11/2016.,Transfer of certain Manufacturing operations to a different Carestream  Health facility.,The affected employees are not represented by a union or other employee representative.,Closing
7/21/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(201) 767-7070 ext. 5845,Medical Laboratory,174,-----,"10/21/2016 
(134)
; 11/18/2016 
(40)","Relocation of certain operations to Rockleigh, New Jersey",There are no unions representing the affected employees.,Plant Layoff
8/4/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
212) 484-2711",Financial Services,3,110,The expected date of the first separation of employees is 11/1/2016 and is expected to continue for a few months.,Economic,The affected employees are not represented by a union.,Plant Layoff
8/1/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
212) 870-3663","Global mission agency of 
 
The United Methodist Church",65,65,11/4/2016,"Relocation of operations and headquarters to Atlanta, Georgia",Staff Association of the General Board of Ministries,Plant Closing
8/1/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
718) 526-3442",Dairy Plant,273,273,"Employees will be separated during the 14-day period beginning on 
10/30/2016.",Economic,"Local 553, Intrernational Brotherhood of Teamsters",Plant Closing
7/25/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
212) 576-6598",Information Technology,4,-----,11/10/2016 (1); 2/17/2017 (1); 4/14/2017 (2),Relocate and/or outsource some Information Technology operations,The affected workers are not represented by a union.,Plant Layoff
7/29/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
716) 204-3628",Mortgage servicing,43,267,10/31/2016,Sale of Mortgage Servicing operations to Nationstar Mortgage Holdings Inc.,None of the affected employees are represented by a union.,Plant Layoff
7/21/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
201) 767-7070 ext. 5845",Medical Laboratory,165,-----,10/21/2016 (161); 11/18/2016 (4),"Relocation of certain operations to Rockleigh, New Jersey",There are no unions representing the affected employees.,Plant Layoff
7/25/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(716) 278-5502,Sodium/Lithium Manufacturing facility,145,145,The first wave is 10/31/2016; the second wave for layoffs is 12/31/2016 and then  subsequently thereafter.,Economic,USW Local 4-5025,Plant Closing
7/25/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
516) 741-2860 ext. 213",Dialysis clinic,26,26,Layoffs will occur on 10/17/2016 and 14-day period thereafter.,Economic,1199 SEIU United Healthcare Workers East,Plant Closing
7/29/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 484-2711,Financial Services,24,110,The expected date of the first separation of  employees is 10/26/2016 and is expected to continue for a few months.,Economic,The affected employees are not represented by a union.,Plant Layoff
4/15/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(914) 761-8100 ext 7124,Senior Residences,65,65,"14-day  period beginning on 7/14/2016 
(5  layoffs extended from 14-day period beginning on 7/14/2016 to 8/28/2016; 4 layoffs to occur on 10/25/2016)
.",Multi year overhaul of building,UNITE HERE Local 100,Plant Closing
7/25/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
646) 616-9141",Universal Survey Call Center,508,508,10/23/2016,Sale of the call center,The affected employees are not represented by a union.,Plant Closing
7/20/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
646) 616-6834",Circus Ring Show,17,-----,7/22/2016,Insufficient Funding,None of the affected employees are represented by a union.,Plant Layoff
7/19/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and Supplies,1,-----,10/16/2016,Economic,The affected worker is not represented by a union.,Plant Layoff
2/22/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 870-4956,Skilled nursing home care facility,900,900,"To commence during the 14-day period starting on 
8/15/2016","Sale of business to TCPRNC, LLC (The Plaza)","1199 SEIU, United Healthcare Workers, East, New York State Nurses Association",Plant Closing
4/18/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(847) 286-2500,Department Stores,154,154,"7/18/2016 
(certain employment separations postponed to 7/31/2016 (3); 8/15/2016 (4); 8/31/2016 (15); and 14-day period commencing on 10/14/2016 (7).",Economic,The affected employees at this location are not represented by a union.,Plant Closing
7/21/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(914) 244-5334,Media and direct marketing,31,31,Commencing on 10/21/2016,Economic,The affected employees  are not represented by any union.,Plant Closing
6/3/2016,Plant  Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(631) 244-3020,College,412,412,"6/1/2016 - 
2 employee layoffs extended to 7/11/2016; 1 employee  layoff extended to 7/12/2016.",Economic,2015-0363,Plant Closing
7/19/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
212) 337-5744",Home Care services,87,87,"10/13/2016
 or within 14 days thereafter.",Economic,The affected workers are not represented by a union.,Plant Closing
7/15/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 484-2711,Financial Services,33,110,The expected date of the first separation of employees is 10/13/2016 and is  expected to continue for a few months.,Economic,The affected employees are not represented by a union.,Plant Layoff
4/20/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
585) 627-8293",Surgical & Medical Instrument Manufacturing,83,83,"7/29/2016 
(10 employees’ layoff dates extended from the period 7/31/2016 – 8/14/2016 to",Transfer of certain Manufacturing operations to a different Carestream Health facility.,The affected employees are not represented by a union or other employee representative.,Closing
6/23/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
720) 475-2495",Sporting Goods Store,68,68,7/18/2016,Economic,There are no unions representing the employees at this facility.,Plant Closing
7/12/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(716) 363-8704,Plastic packaging and protection products,54,54,to occur between 7/13/2016 and 10/31/2016,Transfer of manufacturing operations,No union involvement.,Plant Closing
7/8/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(516) 932-6400,Audio and Video Equipment Manufacturing,26,81,10/7/2016,Closing Warehouse/moving office to Hicksville,Non-union,Plant Closing
7/8/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 357-2191,Investment Brokerage/Dealer,55,-----,To occur between 8/31/2016 and 12/29/2016 – 4th round  of layoffs.,Economic,There are no bumping rights and no unions representing affected employees,Plant Layoff
7/6/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(203) 569-4569,Financial Services,84,84,"Layoffs of affected employees are taking place from 6/21/2016 to 6/24/2016, or within 14 days following those dates.",Economic,None of the affected employees are represented by union.,Plant Closing
7/4/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(518) 952-1958,Bakery,51,51,to occur between 7/2/2016 and 7/18/2016,Economic,"None of the affected employees are represented by a union, so no bumping rights will exist.",Plant Closing
6/16/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(646) 616-8090,Gourmet Grocery Store,107,107,7/15/2016,Economic,"UFCW, Local 1500",Plant Closing
6/27/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
516) 826-6500",Transportation,56,56,9/26/2016,Chapter 11,None of the affected workers are represented by a union.,Plant Closing
6/27/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
716) 636-7500 Ext 454",Hotel,72,72,9/30/2016,Economic,Non Union,Plant Closing
4/23/2015,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
412) 349-2691",Developing and Manufacturing - Clean Energy Systems,41,-----,"to occur between 
7/1/2015 and 
12/18/2016 
 
-
  
one layoff was postponed to occur on 12/18/2016",Economic,Employees are not represented by a union and do not have bumping rights.,Plant Layoff
6/3/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
631) 244-3020",College,412,412,"6/1/2016
 - 
1 employee’s layoff date extended to 6/29/2016; 6 employee layoffs will be extended to 6/30/2016.",Economic,"120 Motor Pkwy, Hauppauge, NY – 1 affected",Plant Closing
6/,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
845) 602-3611",Pharmaceutical Products,103,----,"to occur between 
8/20/2016 and 10/28/2016",Company Restructuring,Local 95c ICWU/UFCW,Plant Layoff
6/30/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(718) 722-6181,OPWDD Residences and Day Habilitation Programs,91,91,9/30/2016,Transfer of operations to Cerebral Palsy Associations of NYS,"District Council 1707, AFSCME AFL-CIO, UFCW Local 888",Plant Closing
6/28/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(845) 602-3611,Pharmaceutical Products,103,-----,on or after 10/1/2016,Company Restructuring,Local 95c ICWU/UFCW,Plant Layoff
12/18/2015,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(315) 349-2369,Power Plant,72,72,"to occur between 3/31/2016 and 
7/28/2016",Economic,International Brotherhood of Electrical Workers - Local Union 97,Plant Closing
6/29/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 929-3645  Ext 408,Computer Store,79,79,To occur  between 8/31/2016 and 9/13/2016,Economic,"None of the affected employees are represented  by a union, so no bumping rights will exist.",Plant Closing
6/29/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(845) 368-6086,Pharmaceutical Manufacturing,1,----,9/30/2016,Economic,No union representation; bumping arrangements are not available for affected  employees.,Plant Closing
6/29/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(718) 250-1870,Insurance,5,-----,to occur between 6/1/2016 and 6/22/2016,Economic,No bumping rights exist and employees are non-union.,Plant Layoff
6/24/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and supplies,1,-----,9/21/2016,Economic,Non-union,Plant Layoff
6/30/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 921-1122 Ext 239,Information provider to real estate agencies,52,52,9/30/2016,Relocating offices to Westchester NY,There is no union representation for the affected employees.  Reis does not have a job bumping system.,Plant Closing
4/27/2015,Plant Unit Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 453-4642,Instrument Manufacturing Operations,86,1000,10/2/2016,Transitioning operations to Nypro Inc.,Bumping rights are not available.,Plant Unit Closing
6/30/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(718) 722-6181,Casa Betsaida Homeless Program,3,3,9/30/2016,Lack of Funding,The affected employees are not covered by a collective bargaining agreement.,Plant Closing
6/22/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 576-6598,Life Insurance,6,-----,9/30/2016,Outsourcing of some of the company’s Information Technology operations,There is no union representation at this location. Bumping arrangements are not available for affected employees.,Plant Layoff
6/22/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 576-6598,Life Insurance,1,-----,9/30/2016,Outsourcing of some of the company’s Finance Operations,There is no union representation at this location.  Bumping arrangements are not available for affected employees.,Plant Layoff
6/22/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 576-6598,Life Insurance,7,-----,to occur between 9/30/2016 and 6/24/2017,Relocation of some of the company’s Finance Operations,There is no union representation at this location.  Bumping arrangements are not available for affected employees.,Plant Layoff
6/22/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 576-6598,Life Insurance,20,-----,To occur between 9/16/2016 and 3/17/2017,Relocation of some of the company’s Information Technology Operations,There is no union representation at this location.  Bumping arrangements are not available for affected employees.,Plant Layoff
6/15/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(847) 286-2500,Retail,210,210,Separations will occur during the 14-Day period commencing on 9/18/2016,Economic,"There is no labor organization representing affected employees at the facility, and there are no applicable bumping rights.",Plant Closing
6/23/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(720) 475-2495,Sporting Goods Store,68,68,8/19/2016,Economic,There are no unions representing the employees at this facility.,Plant Closing
6/16/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(646) 616-8090,Gourmet Grocery Store,107,107,7/29/2016,Economic,"UFCW, Local 1500",Plant Closing
6/21/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 357-2191,Investment Brokerage/Dealer,98,-----,To occur between 7/17/2016 and 10/29/2016 – 3rd round of layoffs.,Economic,There are no bumping rights and no unions representing affected employees,Plant Layoff
6/17/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(845) 561-2800,Food Services,72,72,7/31/2016,Loss of contract with Mount Saint Mary College,"CSEA Local 1000, AFSCME, AFL-CIO",Plant Closing
6/16/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and supplies,1,-----,9/13/2016,Economic,Non-union,Plant Layoff
6/3/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
631) 244-3020",College,412,412,"6/1/2016
 
 
- 
 
20 employees have had their layoff dates extended from dates between 6/2/2016 and 6/15/2016
.",Economic,"120 Motor Pkwy, Hauppauge, NY – 1 affected",Plant Closing
6/17/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(716) 895-2100 Ext 133,Design and Manufacture of Process Equipment,53,53,To occur between 9/15/2016 and 9/28/2016,Sale of company,"International Association of Machinists and Aerospace Workers AFL-CIO, Affiliate Lodge #330",Plant Closing
6/14/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and supplies,1,-----,9/11/2016,Economic,Non-union,Plant Layoff
6/14/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and supplies,1,-----,9/11/2016,Economic,Non-union,Plant Layoff
6/13/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and supplies,2,-----,9/10/2016,Economic,Non-union,Plant Layoff
6/6/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 705-8281,"Apparel Design, Manufacturing and Retail",129,-----,Layoffs to occur between 6/24/2016 and 10/2/2016,Economic,None of the affected employees are represented by a union.  There are no bumping rights for affected employees.,Plant Layoff
6/14/2016,Plant  Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(646) 602-3248,Carpet  & home furnishings,65,65,to  occur between 6/14/2016 through 6/30/2016,Economic,Local 810 International Brotherhood of Teamsters,Plant Closing
5/18/2015,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(980) 209-8686,Forgings and Galvanizing,89,89,"To occur in phases between 8/17/2015 and 
8/12/2016
 (one layoff postponed  to occur between 
8/1/2016 and  8/12/2016)",Economic,"United  Automobile, Aerospace, and Agricultural Implement Workers of American and its  affiliate U.A.W. Local #1774, U.A.W. Region 9",Plant Closing
6/13/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(210) 403-3725,Restaurant,42,42,9/12/2016,Economic,The employees are not unionized; therefore no bumping rights exist.,Plant Closing
3/25/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(516) 870-1684,Wellness Center,15,15,"to occur on a 14-day period commencing on 
8/15/2016","Turning over operations to LISH, Inc.",-----,Plant Closing
6/3/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(631) 244-3020,College,438,438,"6/1/2016 - 
There are 15 employees remaining on site left to wind down operations. Layoff date is undetermined at this time.",Economic,2015-0363,Plant Closing
6/10/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(718) 656-6020 Ext 203 / (718) 656-6020 Ext 204,Aircraft maintenance,145,-----,8/1/2016,Economic,No bumping rights exist.,Plant Layoff
2/22/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 870-4956,Skilled nursing home care facility,944,944,to commence during the 14-day period starting on 7/15/2016,"Sale of business to TCPRNC, LLC (The Plaza)","1199 SEIU, United Healthcare Workers, East, New York State Nurses Association",Plant Closing
6/6/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 705-8281,"Apparel Design, Manufacturing and Retail",316,-----,Layoffs  to occur between 6/24/2016 and 10/2/2016,Economic,None of the affected employees are represented by a union. There are no bumping rights for affected employees.,Plant Layoff
6/7/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and supplies,1,-----,9/4/2016,Economic,Non-union,Plant Layoff
6/6/2016,Plant  Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(407) 961-0098,Automotive Parts,52,52,9/1/2016,Economic,Location is  not covered under a collective bargaining agreement and therefore will not have  bumping rights.,Plant Closing
6/3/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(631) 244-3020,College,453,453,6/1/2016,Economic,Dowling College – Brookhaven Campus,Plant Closing
6/1/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(631) 345-9600,Transportation,268,-----,9/1/2016,Loss of contract,"Workers Union, AFL-CIO",Plant Layoff
6/6/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(407) 961-0098,Automotive Parts,70,70,9/1/2016,Economic,Location is not covered under a collective bargaining agreement and therefore will not have bumping rights.,Plant Closing
3/30/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(631) 232-0011 Ext 406,Health Center,24,24,8/15/2016,Turning over operations to LISH,UCEA,Plant Closing
5/26/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(703) 682-2517,Senior Community Service Employment Program (SCSEP),7,7,to occur between 7/1/2016 and 9/30/2016,Lack of funding,Non-union,Plant Closing
2/22/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(212) 870-4956,Skilled nursing home care facility,964,964,"to commence during the 14-day period starting on 
7/15/2016","Sale of business to TCPRNC, LLC (The Plaza)","1199 SEIU, United Healthcare Workers, East, New York State Nurses Association",Plant Closing
6/1/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and supplies,1,-----,8/29/2016,Economic,Non-union,Plant Layoff
6/2/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206","(
704) 206-2573",Telecommunications provider,36,192,"Terminations are expected to occur between 
6/2/2016
 and 6/17/2016.","Merger with Time Warner Cable, Inc.",None of the affected workers are represented by a union.,Plant Layoff
5/31/2016,,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(716) 893-6551,Hotel,82,82,to occur between 9/3/2016 and 9/7/2016,Non renewal of lease,"Bumping rights do not exist for the employees, as all employees are non-union.",Plant Closing
6/1/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(847) 928-5839,Supply and Distribution Center,48,48,8/29/2016,Economic,Workers United Local 14A,Plant Closing
4/24/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(518) 860-0701,Transportation,400,400,6/30/2016,Economic,Teamsters Local 1205,Plant Closing
5/27/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(416) 479-7440,Custodial Services,47,47,6/30/2016,Cancellation of contract,Local 774 UAW,Plant Closing
1/4/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(631) 366-2907,Clinic,20,20,"Projected to occur during the 14-day period commencing on or about 
8/15/2016",Operation of facilities transitioned to LISH,Employees are not represented by a union.,Plant Closing
5/27/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(718) 398-0153,Social Services Organization -  Outreach & Integration Program,13,13,8/26/2016,Economic,The affected employees are not represented by a union.,Plant Closing
5/11/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and supplies,3,-----,8/8/2016,Economic,Non-union,Plant Layoff
5/18/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and supplies,1,-----,8/15/2016,Economic,Non-union,Plant Layoff
5/19/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(585) 724-7080,Photographic equipment and supplies,21,-----,8/16/2016,Economic,Non-union,Plant Layoff
5/20/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(608) 201-0588,Drink  mix manufacturer,51,51,8/19/2016,Economic,BCTGM Local 36G,Plant Closing
5/24/2016,Plant Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(718) 250-1870,Insurance,6,-----,to occur between 4/4/2016 and 7/29/2016,Economic,No bumping rights exist and employees are non-union.,Plant Layoff
5/17/2016,Plant Closing,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(862) 242-2201,Air transportation,38,38,8/14/2016,Economic,IBT Local Union No 295,Plant Closing
5/13/2016,Plant  Layoff,TANF Support Operations," 741 Flushing Ave, 3rd and 4th  Floor  Brooklyn, NY  11206",(646) 561-6407,Entertainment -  produces electronic music concerts,6,-----,on or around 8/9/2016,Chapter 11 Bankruptcy,Employees are not represented by a union and no bumping rights exist with respect to this  action.,Plant Layoff
