notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
8/1/2019,Plant Closing,New York Health & Racquet Club,"60 West 23rd Street  New York, NY 10010",(212) 220-0655,Health and fitness center,104,104,"10/31/2019 
(Three (3) employee separations have been postponed until 11/30/2019)",Economic,The employees are not represented by a union.,Plant Closing
10/3/2019,Plant Closing,"Queens Medical Associates, P.C.","176-60 Union Turnpike  Fresh Meadows, NY 11366",(718) 312-3453,Hematology and medical oncology care for patients with cancer and blood disorders.,130,130,1/15/2020,Company selling all of its assets,The employees are not represented by a union.,Plant Closing
10/1/2019,Plant Closing,"Bunge Management Services, Inc.","50 Main Street, 6th Floor  White Plains, NY 10606",(914) 684-3231,Regulation of agricultural marketing,67,67,"The first separation of employees is expected to occur beginning December 31, 2019 or within 14 days after that date.",Relocation of office,The employees are not represented by a union.,Plant Closing
10/1/2019,Plant Closing,Hotel Wales,"1295 Madison Avenue  New York, NY 10128",(212) 683-3000,Hotel,42,42,12/31/2019,Economic,"New York Hotel & Motel Trades Council, AFL-CIO Local 6 Division A",Plant Closing
9/30/2019,Plant Closing,"57th Street, LLC d/b/a Kingside & The Roof","124 West 57th Street, Ground Floor & 29th Floor  New York, NY 10019",(212) 750-6361 Ext,Hotel,107,107,1/1/2020,Sale of the hotel and lease was terminated,The employees are not represented by a union.,Plant Closing
10/1/2019,Plant Closing,"Isabella Visiting Care, Inc.","39 Broadway  New York, NY 10006",(212) 356-5880,Licensed home care agency,569,569,12/31/2019,"Purchased by Bestcare, Inc.",1199 Service Employees International Union (SEIU),Plant Closing
10/1/2019,Plant Closing,"BINS Holdings, LLC fka BASIS Independent Schools, LLC (Manhattan)","795 Columbus Avenue  New York, NY 10025",(480) 220-6081,"National network of PreK-12 private, secular schools",68,68,12/31/2019,"Acquired by Spring Education Group, Inc.",The employees are not represented by a union.,Plant Closing
9/26/2019,Plant Layoff,AllianceBernstein L.P. (Phase 7),"1345 Sixth Avenue  New York, NY 10105",(212) 969-2135,Providing investment management and research services,51,1339,"December 31, 2019","Relocation of Corporate Headquarters to Nashville, Tennessee",The employees are not represented by a union.,Plant Layoff
9/27/2019,Plant Closing,"Merastar Insurance Company, a subsidiary of Kemper Corporation","5784 Widewaters Parkway  DeWitt, NY 13214",(570) 496-5646,Insurance,50,50,12/27/2019,Economic,The employees are not represented by a union.,Plant Closing
9/29/2019,Plant Closing,"Lane Bryant, Inc.","380 Fulton Street  Brooklyn, NY 11201",(614) 463-4851,Women's apparel,82,82,"12/29/2019, or during the 14-day period commencing on that date",Economic,"Retail, Wholesale and Department Store Union (RWDSU/UFCW) Local 338",Plant Closing
9/20/2019,Plant Layoff,"Crosstex International, Inc. (Cantel) Phase 2","10 Ranick Road  Hauppauge, NY 11788",(631) 582-6777,Dental equipment distribution and manufacturing,7,88,"Separations are anticipated to occur on December 20, 2019.","Restructuring which will involve the relocation of certain dental equipment distribution and manufacturing operations to Rush, NY.",The employees are not represented by a union.,Plant Layoff
9/30/2019,Plant Unit Closing,Newsday LLC,"235 Pinelawn Road  Melville, NY 11747",(631) 843-2654,Newspaper print and distribution,1,708,"This Phase 11 employee separation is expected to occur during the 14-day period starting on December 30, 2019.",Economic,The affected employee is not represented by a union.,Plant Unit Closing
10/1/2019,Plant Closing,AEG Presents (operator of PlayStation Theater aka The Best Buy Theater),"1515 Broadway  New York, NY 10036",(212) 375-1200,Broadway Theater,62,62,"The expected date of the layoffs of employees is January 1, 2020 or within fourteen (14) days thereafter.","AEG Presents, the operator of PlayStation Theater aka The Best Buy Theater, will permanantly cease all of its operations of the theater.",International Alliance of Theatrical Stage Employees (IATSE) Local 1,Plant Closing
9/25/2019,Plant Closing,Empire State Brewing Corp. d/b/a Heartland Brewery,"350 Fifth Ave  New York, NY 10118",(917) 999-6532,Restaurant,96,96,"The layoffs are expected to commence on January 1, 2020 and end on January 15, 2020.",Economic,The employees are not represented by a union.,Plant Closing
10/1/2019,Plant Unit Closing,Edwards Vacuum LLC,"6416 Inducon Drive West  Sanborn, NY 14132",(716) 990-6029,Appliance Manufacturer,65,104,Separations to occur in stages. Stage I will occur on 12/31/2019. Stage II will occur between 2/1/2020 and 3/31/2020 and Stage III will occur on 9/30/2020.,Plant Manufacturing Unit Relocating,The employees are not represented by a union.,Plant Unit Closing
9/30/2019,Plant Layoff,"Warner Media, LLC (formerly Time Warner Inc.)","30 Hudson Yards  New York, NY 10001",(212) 484-6572,Media services,49,199,"Separations will occur between December 31, 2019, or the 14-day period commencing on that date.",Merger,The employees are not represented by a union.,Plant Layoff
9/23/2019,Plant Closing,Concorde Medical Group PLLC,"316 East 30th Street, Floor 2  New York, NY 10116",(212) 481-4493,Home Health Care,115,115,12/31/2019,Economic,The employees are not represented by a union.,Plant Closing
9/23/2019,Plant Unit Closing,ACCO Brands USA LLC,"941 Acco Way  Ogdensburg, NY 13669",(315) 605-3090,Manufacturing operations,62,106,Separations are expected to occur in two stages,Termination of Manufacturing Operations,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, Local 4-503",Plant Unit Closing
7/13/2018,Plant Closing,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs,  Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on  the Amtrak level of Penn Station)"," 560 Fifth Avenue, 3rd Floor  New York, NY 10036",(212)  560-1658,Restaurants,46,46,"Close of business on  January 1, 2020, or during the 14 day period thereafter for the food court  employees. It is anticipated that the TGI Fridays will continue in operation beyond this period.",Expiration of lease,The employees are not represented by a union.,Plant Closing
9/20/2019,Plant Closing,"Pet Partners, LLC","5 Mountain Ledge Drive  Wilton, NY 12831",(518) 226-3508,Animal hospital,49,49,"The first separations as a result of this closure will occur on December 28, 2019 and the last separations are expected to be no later than January 24, 2020.",Economic,The employees are not represented by a union.,Plant Closing
9/18/2019,Plant Closing,"General Parts Distribution, LLC d/b/a Carquest Auto Parts","215 Business Park Drive  Armonk, NY 10504",(860) 375-1514,Auto parts distribution,80,80,"All employee separations are expected to occur on December 31, 2019.",Economic,Teamsters Local 202,Plant Closing
9/9/2019,Plant Layoff,Home Box Office. Inc. (HBO Service Corp.),"30 Hudson Yards  New York, NY 10001",(212) 512-5644,"American premium channel owned by the Home Box Office, Inc.",15,1176,"Separations will occur beginning on December 9, 2019, or the 14-day period commencing on that date.",Merger,The employees are not represented by a union.,Plant Layoff
6/24/2019,Plant Closing,American Technical Ceramics Corp," One Norden Lane   Huntington Station, NY 11746",(631) 622-4772,Manufacturer of capacitors,24,157,"The first phase of employee separations is expected to occur during the 14-day period starting on September 27, 2019 and ending on October 10, 2019. 
The separation dates for four employees are being extended and will occur during the 14-day period starting on January 8, 2020.",Economic,The employees are not represented by a union.,Plant Closing
6/11/2019,Plant Closing,"WestRock CP, LLC","28 Park Drive  Amsterdam, NY 12010",(803) 367-1396,American corrugated packaging company.,52,52,Separations for 48 employees have been postponed from the 14-day period beginning on 9/10/2019 to the period between 9/13/2019 and before 11/8/2019.,Economic,"Amalgamated Lithographers of America, Local 259",Plant Closing
9/17/2019,Plant Closing,Sure Winner Foods,"102 Farrell Rd Syracuse, NY 13209",(501) 305-9055,Dairy Product (except Dried or Canned) merchant Wholesalers,106,To,The layoffs will occur between 9/22/2019 through 12/13/2019.,Business partner’s elimination of direct store deliveries,The employees are not represented by a union.,Plant Closing
9/15/2019,Plant Closing,Briad Restaurant Group LLC dba Fridays,"1780 East Gun Hill Rd  Bronx, NY 10469",(973) 255-6187,Restaurant,62,62,12/22/2019,Economic,The employees are not represented by a union.,Plant Closing
5/1/2019,Plant Closing,"American Precision Industries, Inc.","45 Hazelwood Drive  Amherst, NY 14228",(630) 694-3339,Transmission Company,79,79,"The first separation of employees is August 2, 2019 through August 16, 2019. It is anticipated that additional employees will be separated from employment during the 14- day periods of September 2, 2019 through September 16, 2019 and October 4, 2019 through October 18, 2019. 
Separations for two employees were from September 2, 2019 and September 16, 2019 and are now expected to be separated from employment during the 14-day period of September 20, 2019 through October 4, 2019.",Economic,"International United Automobile, Aerospace and Agricultural Implement Workers of America (UAW) Local Union No. 1416",Plant Closing
9/11/2019,Plant Closing,"Premier Fixtures, LLC","400 Oser Avenue, Suite 350  Hauppauge, NY 11788",(631) 236-4525 Ext,Custom architectural woodwork & millwork manufacturing,44,44,"Separations are anticipated to occur during the 14-day period starting from September 11, 2019.",Economic,The employees are not represented by a union.,Plant Closing
9/9/2019,Plant Closing,Catholic Guardian Services," 140 Casals Place, Co-Op City, Apt. 21 H  Bronx, NY 10475",(212) 371-1000 Ext,Human services non-profit organization with programs that help a large needy population in the New York metropolitan area.,38,197,"The expected date of separation is December 8, 2019, or within 14 days thereafter.",Discontinuation of operations,United Food & Commercial Workers’ Union (UFCW) Local 888,Plant Closing
May,Plant Layoff,"Goldman, Sachs & Co. LLC","200 West Street New York, NY 10282",(212) 357-2191,Global investment banking,2,8963,"Separations will occur from August 8, 2019 through October 2, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
9/12/2019,Plant Closing,IntraPac International LLC,"4 Plant Street  Plattsburgh, NY 12901",(704) 360-8918,Plastic Production Manufacturer,83,83,"Employees are expected to be separated from employment on September 12, 2019. The Company anticipates retaining some employees through November 8, 2019 to decommission the facility.","Moving production to Mebane, NC facility",Teamsters Local 687,Plant Closing
9/10/2019,Plant Closing,F.G.W.J. Food Corp.,"427 East 14th Street  New York, NY 10009",(212) 254-1586,Supermarket,73,73,12/10/2019,Economic,"United Food & Commercial Workers (UFCW) Local 342, and Retail, Wholesale and Department Store Union Local 338",Plant Closing
9/6/2019,Plant Layoff,Deutsche Bank,"60 Wall Street  New York, NY 10005",(212) 250-9093,Banking,104,4800,"Separations will occur between August 18, 2019 and December 15, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
8/30/2019,Plant Closing,Damiano Corp of South Sutphin dba McDonald's,"90-67 Sutphin Blvd.  Jamaica, NY 11435",(201) 794-7606 Ext. 7880,Restaurant,30,30,11/30/2019,Economic,The employees are not represented by a union.,Plant Closing
8/15/2019,Plant Layoff,"Home Box Office, Inc.","30 Hudson Yards  New York, NY 10001",(212) 512-5644,American premium channel,3,-----,11/15/2019 (1); 12/31/2019 (2),Merger,The employees are not represented by a union.,Plant Layoff
8/29/2019,Plant Layoff,IPT LLC dba Paylock,"3717 Irwin Ave  Bronx, NY 10463",(908) 595-6900 Ext,Provides unique parking management products and services,15,15,"Separations will occur on October 31, 2019 and continue through November 30, 2019.",Loss of contract with the city of New York,The employees are not represented by a union.,Plant Layoff
9/4/2019,Plant Closing,Johnson and Hoffman LLC,"40 Voice Road  Carle Place, NY 11514",(816) 868-8690,Metal stamping service,63,63,"The expected date of the first separation of employees is November 4, 2019.",Economic,The employees are not represented by a union.,Plant Closing
9/4/2019,Plant Closing,"WS Packaging Group, Inc.","29 Jetview Drive  Rochester, NY 14624",(814) 493-3950,Produce high-quality label and packaging products,38,38,"The closing will occur on or about December 31, 2019.",Economic,The employees are not represented by a union.,Plant Closing
8/21/2019,Plant Closing,Library Bar (at Hudson Hotel)," 358 West 58th St.  New York, NY 10019",(212) 453-6400,Bar in the Hudson Hotel,10,10,10/6/2019,Economic,"New York Hotel & Motel Trades Council, AFL-CIO, affiliated with UNITE HERE, Local 6",Plant Closing
8/29/2019,Plant Closing,Transform KM LLC (Kmart Unit #04034),"2803 Brewerton Rd  Mattydale, NY 13211",(847) 286-1427,Retail store,55,55,"Separations will occur on November 27, 2019 or during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Closing
8/29/2019,Plant Closing,Transform KM LLC (Kmart Unit #03415),"1001 Hertel Avenue  Buffalo, NY 14216",(847) 286-1427,Retail store,58,58,"Separations will occur on November 27, 2019 or during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Closing
8/29/2019,Plant Closing,Transform KM LLC (Kmart Unit #09414),"Rte 118 355 Downing Dr.  Yorktown Heights, NY 10598",(847) 286-1427,Retail store,41,41,"Separations will occur on November 27, 2019 or during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Closing
8/29/2019,Plant Closing,Eastern Niagara Hospital,"2600 Williams St.  Newfane, NY 14180",(716) 514-5542,Hospital,42,42,"Affected employees will be separated from their employment commencing on November 29, 2019.",Economic,New York State Nurses Association (NYSNA) and Service Employees International Union (SEIU),Plant Closing
8/23/2019,Plant Closing,La Loggia LLC d/b/a Tarry Lodge Port Chester,"18 Mill Street  Port Chester, NY 10573",(646) 556-5467,Restaurant,50,50,11/22/2019,Due to construction occurring on the premises.,The employees are not represented by a union.,Plant Closing
8/27/2019,Plant Closing,"MarineMax Services, Inc."," 846 South Wellwood Ave.   Lindenhurst, NY 11757",(727) 400-3513,Recreational boat and yacht dealer,50,50,"All employee separations are expected to occur on November 25, 2019.",Due to construction occurring on the premises.,The employees are not represented by a union.,Plant Closing
8/19/2019,Plant Closing,Research Foundation of The City University of New York Mental Health Services Corps,"(various NYC sites)  230 West 41st Street New York, NY 10036",(212) 417-8601,Home care services,265,265,"Employment separations are expected to begin on or about December 31, 2019.","Transferring the Mental Health Services Corps from Hunter College, The City University of New York to the New York City Health and Hospitals Corporation.",The employees are not represented by a union.,Plant Closing
8/19/2019,Plant Layoff,"Metropolitan Jewish Home Care, Inc. dba MJHS Home Care","6323 Seventh Avenue  Brooklyn, NY 11220",(718) 491-7290,Home care services,28,170,11/18/2019,Economic,The employees are not represented by a union.,Plant Layoff
7/13/2018,Plant Closing,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)","560 Fifth Avenue, 3rd Floor New York, NY 10036",(212) 560-1658,Restaurants,45,45,"10/20/2019, or during the ten-day period thereafter for the food court employees. The TGI Fridays will continue in operation at least until October 31, 2019 and on a monthly basis thereafter.",Expiration of lease,The employees are not represented by a union.,Plant Closing
8/16/2019,Plant Closing,"Nestle USA, Inc. (and Nestle Dreyer's Ice Cream Company)","565 Broadhollow Road  Farmingdale, NY 11735",(703) 682-7742,Packaged Foods,39,39,"The first separation is expected to occur on October 18, 2019, and separations may continue through December 31, 2019.",Shifting from direct-store delivery (DSD) to a warehouse distribution model for its frozen pizza and ice cream businesses.,The employees are not represented by a union.,Plant Closing
8/15/2019,Plant Closing,Transform KM LLC (Kmart Unit 04871),"2280 North Ocean Avenue  Farmingville, NY 11738",(847) 286-1427,Retail store,91,91,"Separations will occur on November 13, 2019 or during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Closing
8/16/2019,Plant Closing,"RNN News, LLC (Verizon Corporate Services Group Inc.'s FIOS1 News network)","800 Westchester Avenue  Rye Brook, NY 10573",(914) 417-2700,Provides news programming and support services for Verizon Corporate Services Group Inc.’s FiOSl News network,145,145,11/15/2019,Expiration of contract,The employees are not represented by a union.,Plant Closing
8/1/2019,Plant Closing,The Service Companies at Innside New York," 70-74 Morningside Drive  New York, NY 10027",(786) 237-2200,Housekeeping Services,66,66,"Separations of employment will occur between August 6 and August 13, 2019.",Termination of housekeeping services agreement,The employees are not represented by a union.,Plant Closing
7/18/2019,Plant Closing,Spruce & Bond (HBG employees),"25 Bond Street  New York, NY 10012",(646) 360-1413,"Wax, Laser, Brows in a hi-tech studio",6,-----,Layoffs are expected to occur on or about 7/17/2019.,Economic,The employees are not represented by a union.,Plant Closing
8/9/2019,Plant Closing,PAE Field Offices Support Services (FOSS),"Jacob Javits Federal Building, 26 Federal Plaza  New York, NY 10278",(703) 656-7844,Support and professional services focused on national security customers.,97,97,"Layoffs will begin on or around December 20, 2019 depending upon customer requirements.",Loss of contract,The employees are not represented by a union.,Plant Closing
8/1/2018,Plant Closing,CenterLight Certified Home Health Agency (CHHA),"1000 Gates Avenue (formerly located at 596 Prospect Place in Brooklyn, NY)   Brooklyn, NY  11221",(347) 920-7277,Home Health Care,105,105,"Separations will occur sometime during the period of September 1, 2019 to December 31, 2019.",Sale to Cassena Care,1199 SEIU United Healthcare Workers East and the New York State Nurses Association (NYSNA),Plant Closing
7/31/2019,Plant Closing,Cayuga Operating Company LLC (Heorot Power),"228 Cayuga Drive  Lansing, NY 14882",(607) 533-7913 Ext,Power station,44,44,"The layoffs are to begin on October 29, 2019, or within 14 days after that date.",Economic,"International Brotherhood of Electrical Workers, Local 10",Plant Closing
6/27/2019,Plant Closing,Community Development Institute Head Start,"216 Beach 87th Street  Rockaway Beach, NY 11693",603-427-0224,Pre-School,0,63,"Due to a change in the circumstances surrounding the grant, CDI HS will no longer be closing.",Economic,The employees are not represented by a union.,Plant Closing
7/29/2019,Plant Layoff,L3 Harris Technologies,"600 Third Avenue  New York, NY 10016",(212) 805-5318,A global defense technology leader,33,117,10/31/2019; 11/30/2019; 12/31/2019,Economic,The employees are not represented by a union.,Plant Layoff
4/18/2019,Plant Layoff,"Goldman, Sachs & Co. LLC"," 200 West Street  New York, NY 10282",(212) 357-219,A global defense technology leader,10,117,Employee separations will occur 9/8/2019 through 9/26/2019.,Economic,The employees are not represented by a union.,Plant Layoff
8/1/2019,Plant Closing,New York Health & Racquet Club,"60 West 23rd Street New York, NY 10010",(212) 220-0655,Health and fitness center,104,104,10/31/2019,Economic,The employees are not represented by a union.,Plant Closing
7/16/2019,Plant Layoff,"Turner Broadcasting System, Inc.","501 West 30th Street  New York, NY 10001",(404) 878-7886,Company research & investing information,2,1725,"Two employees at that location will be laid off beginning on October 14, 2019, or the 14-day period commencing on that date.",Economic,The employees are not represented by a union.,Plant Layoff
7/16/2019,Plant Closing,The Kildonan School,"425 Morse Hill Road  Amenia, NY 12501",(402) 649-2162,School,59,59,"Separations began June 12, 2019 and will continue through August 31, 2019.",Economic,The employees are not represented by a union.,Plant Closing
7/29/2019,Plant Closing,"Crystal Run Health Plan, LLC (Phase 2)","109 Rykowski Lane Middletown, NY 10941",(845) 703-6106,Health Plans,3,26,"Separations are expected to commence during the 14-day period starting on November 1, 2019.",Economic,The employees are not represented by a union.,Plant Closing
7/29/2019,Plant Closing,Dean & DeLuca Inc.,"29-35 9th Avenue  New York, NY 10014",(316) 821-3286,Gourmet foods and fine food gifts,35,35,"Separations of employees and the anticipated schedule of separations is July 15, 2019 through July 28, 2019.",Economic,The employees are not represented by a union.,Plant Closing
6/28/2019,Plant Closing,Dean & DeLuca Inc.,"1150 Madison Avenue  New York, NY 10028",(316) 821-3286,Gourmet foods and fine food gifts,58,58,"Separatons will begin on June 30, 2019 and continuing through July 2, 2019.",Loss of lease for the premises,The employees are not represented by a union.,Plant Closing
7/19/2019,Plant Closing,Plated Fulfillment Center,"511 Barry Street  Bronx, NY 10474",(631) 334-1937,Prepare and distribute meal kits,98,98,10/12/2019,"Relocation of operations to Totowa, New Jersey",The employees are not represented by a union.,Plant Closing
6/27/2019,Plant Closing,Community Development Institute Head Start (CDI HS),"216 Beach 87th Street  Rockaway Beach, NY 11693",(603) 427-0224,"The program provides early childhood education, nutrition, family education and services for children with disability/special needs, and supports families in attaining services in health, dental, disability, and mental health services.",63,63,8/31/2019,"Loss of grant. CDI HS was assigned as the short-term interim operator of the Rockaway Beach, NY Head Start program.",The employees are not represented by a union.,Plant Closing
7/18/2019,Plant Layoff,DB USA Core Corporation (Deutsche Bank)," 60 Wall Street   New York, NY 10005",(212) 250-9093,"The program provides early childhood education, nutrition, family education and services for children with disability/special needs, and supports families in attaining services in health, dental, disability, and mental health services.",63,63,8/31/2019,"Loss of grant. CDI HS was assigned as the short-term interim operator of the Rockaway Beach, NY Head Start program.",The employees are not represented by a union.,Plant Layoff
4/15/2019,Plant Closing,CallVista LLC,"530 Summit Point Drive  Henrietta, NY 14467",(443) 278-8596,Call center,27,27,Separations will be postponed from 7/15/2019 to 14-day period between 11/15/2019 and 11/29/2019 for remaining employees on site.,Economic,The employees are not represented by a union.,Plant Closing
4/15/2019,Plant Closing,ClickSpark LLC,"530 Summit Point Drive  Henrietta, NY 14467",(443) 278-8596,Internet marketing service,6,6,Separations will be postponed from 7/15/2019 to 14-day period between 11/15/2019 and 11/29/2019.,Economic,The employees are not represented by a union.,Plant Closing
7/16/2019,Plant Closing,Saks Fifth Avenue OFF 5th," 2100 Bartow Avenue  Bronx, NY 10475",(609) 462-3260,Internet marketing service,6,6,"Employee separations are expected to occur  between October 18, 2019 and October 31, 2019.",Economic,The employees are not represented by a union.,Plant Closing
7/11/2019,Plant Closing,Transform SR LLC (Sears Full Line Store Unit 01624),"283 Platinum Ave  Staten Island, NY 10314",(847) 286-1427,Retail Store,39,39,"Separations will occur on October 9, 2019 or during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Closing
7/10/2019,Plant Closing,"Amneal Pharmaceuticals, LLC","75 Adams Avenue  Hauppauge, NY 11788",(732) 645-3046,Pharmaceutical company,18,220,"Separations will occur on October 11, 2019 or during a 14-day period commencing on that date.",Economic,The employees are not represented by a union.,Plant Closing
6/3/2019,Plant Closing,"Dry Cycle Brands, LLC dba FlyCleaners","4700 Northern Blvd.  Long Island City, NY 11101",(646) 727-0819,"Pickup, delivery, dry cleaning, and laundry services.",71,71,"Separations will be extended from July 5, 2019 to the 14-day period commencing on July 26, 2019.",Economic,The employees are not represented by a union.,Plant Closing
7/10/2019,Plant Layoff,Turner Broadcasting Sales Inc.,"30 Hudson Yards  New York, NY 10001",(212) 275-6550,Company research & investing information,14,620,"Eleven (11) employees will be separated beginning on October 9, 2019, or the 14-day period commencing on that date, and three (3) employees will be separated on December 31, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
7/8/2019,Plant Layoff,Barclays Services Corp. (Chief Operating Office and Functions  teams)," 745 7th Avenue   New York, NY 10019",(212) 526-5862,Company research & investing information,14,620,"The employee transfers to the Whippany, New  Jersey office and employee separations are scheduled to begin on November 15,  2019 and be completed by December 31, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
7/10/2019,Plant Layoff,AllianceBernstein L.P. (Phase 6)," 1345 Sixth Avenue   New York, NY 10105",(212) 969-2135,Company research & investing information,14,620,"October 11, 2019",Economic,The employees are not represented by a union.,Plant Layoff
7/8/2019,Plant Unit Closing,"Deutsche Bank Securities  Inc., DB USA Core Corporation, and Deutsche Bank AG, New York Branch, and DB  USA Corp. (together, ""Deutsche Bank"")"," 60 Wall Street   Brooklyn, NY 10005",(212) 250-9093,Company research & investing information,14,620,"Separations will occur on August 7, 2019, or  during a 14-day period beginning on that date.",Economic,The employees are not represented by a union.,Plant Unit Closing
7/8/2019,Plant Closing,Empire Paratransit Corp.,"880 Alabama Avenue  Brooklyn, NY 11207",(718) 272-2060,Transportation service provider,325,325,"The date of termination for all affected employees will be July 12, 2019 through August 31, 2019.","New York Transit Authority terminated Empire Paratransit Corp.'s contract as of July 2, 2019.","United Service Workers Union, Local 355",Plant Closing
7/1/2019,Plant Closing,Columbia University (Early Head Start Program)," 4467 Broadway  New York, NY 10040",(212) 305-0261,Transportation service provider,325,325,"Separations are expected to occur during the  14-day period starting on August 1, 2019.","New York Transit Authority terminated Empire Paratransit Corp.'s contract as of July 2, 2019.","1199, SEIU United  Healthcare Workers East (one employee is represented by the union)",Plant Closing
6/28/2019,Plant Closing,Dean & DeLuca Inc.,"1150 Madison Avenue  New York, NY 10028",(316) 821-3286,Gourmet foods and fine food gifts,61,61,9/27/2019,Loss of lease for the premises,The employees are not represented by a union.,Plant Closing
7/1/2019,Plant Closing,"Advance Transit Co., Inc.","1340 Lafayette Avenue  Bronx, NY 10474",(718) 589-0015 ext. 311 / (212) 688-0888,Provides transportation throughout the five boroughs of NYC for people with disabilities.,143,143,Separations are expected to begin on or about 7/12/2019 and run through 9/30/2019.,Loss of contract with the Metropolitan Transit Authority – New York City Transit Authority,"International Brotherhood of Teamsters, Local 553",Plant Closing
6/28/2019,Plant Layoff,"Crosstex International, Inc. (Cantel)","10 Ranick Road  Hauppauge, NY 11788",(631) 582-6777,Dental equipment distribution and manufacturing,5,99,Separations will occur in phases with the first phase commencing on 9/27/2019 and additional phases continuing through September 2020.,"Restructuring which will involve the relocation of certain dental equipment distribution and manufacturing operations to Rush, NY.",The employees are not represented by a union.,Plant Layoff
7/1/2019,Plant Layoff,JPMorgan Asset Management Holdings Inc. (JPMorgan Chase & Co.),"40 W. 57th Street  New York, NY 10019",(212) 464-1953,Finance,52,106,9/30/2019,Restructuring,The employees are not represented by a union.,Plant Layoff
6/28/2019,Plant Closing,LimeLife USA LLC d/b/a Limelife by Alcone,"(Warehouse)  8 Westchester Plaza  Elmsford, NY 10523",(646) 567-0066,"Retails chemical-free, natural, organic skin care, professional makeup",39,39,10/1/2019,Economic,The employees are not represented by a union.,Plant Closing
6/28/2019,Plant Closing,"Rare Chelsea Restaurant Group, LLC, aka Rare Bar & Grill Chelsea","152 West 26th Street  New York, NY 10001",(646) 401-4727,Restaurant,79,79,9/30/2019,Economic,The employees are not represented by a union.,Plant Closing
6/28/2019,Plant Closing,"DHR Restaurant Co. LLC, aka Rare Bar & Grill Murray Hill","303 Lexington Avenue New York, NY 10016",(646) 401-4727,Restaurant,106,106,9/30/2019,Seasonal venue impacting the rooftop.,The employees are not represented by a union.,Plant Closing
Notices,Plant Layoff,"Warner Media, LLC (formerly Time Warner Inc.)","One Time Warner Center  New York, NY 10019",(212) 484-6572,Media services,63,0,"Separations will occur between 2/1/2019, or the 14-day period commencing on that date, and 9/30/2019, or the 14-day period commencing on that date.",Merger,The employees are not represented by a union.,Plant Layoff
6/18/2019,Plant Closing,Banfi Products Corporation (Warehouse),"1111 Cedar Swamp Road Glen Head, NY 11545",(516) 686-2579,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,1,64,"The layoffs are expected to commence on or around September 15, 2019.",Economic,The employees are not represented by a union.,Plant Closing
6/20/2019,Plant Closing,Four Seasons Restaurant,"42 East 49th Street  New York, NY 10007",(212) 754-9494,Restaurant,85,85,6/11/2019,Economic,"UNITE HERE, Local 100",Plant Closing
6/24/2019,Plant Closing,American Technical Ceramics Corp,"One Norden Lane  Huntington Station, NY 11746",(631) 622-4772,Manufacturer of capacitors,24,157,"The first phase of employee separations is expected to occur during the 14-day period starting on September 27, 2019 and ending on October 10, 2019.",Economic,The employees are not represented by a union.,Plant Closing
6/21/2019,Plant Closing,"Ivy Enterprises, Inc."," 3 Seaview Blvd   Port Washington, NY 11050",(516) 625-9292,Manufacturer of capacitors,24,157,"The first phase of employee separations is expected to occur during the 14-day period starting on September 27, 2019 and ending on October 10, 2019.",Relocated to New Jersey,The employees are not represented by a union.,Plant Closing
6/18/2019,Plant Closing,"Kiss Products, Inc. (Warehouse)"," 57 Seaview Blvd   Port Washington, NY 11050",(516) 625-9292,Manufacturer of capacitors,54,196,"Separations will occur September  23, 2019 or within fourteen (14) days thereafter.",Relocated to New Jersey,The employees are not represented by a union.,Plant Closing
6/17/2019,Plant Layoff,"CONMED Corporation and Buffalo Filter, LLC","5900 Genesee Street  Lancaster, NY 14086",(574) 306-8710,Medical equipment manufacturer,24,82,"The expected date of the most recent employment separations will occur on January 3, 2020. The anticipated separation dates for three employees are June 21, 2019, August 1, 2019 and September 5, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
1/22/2018,Plant Closing,Jabil Inc.,"2455 South Road, Bldg 002-2, Core Office 1 Poughkeepsie, NY 12601",(901) 202-7440,Global manufacturing services company.,83,83,"Termination dates have been extended for three employees September 6, 2019, September 27, 2019, and December 13, 2019 or the 14-day period commencing on that date.",Economic,The affected workers are not represented by a union.,Plant Closing
